anio,mes,linea,linea-uri,estacion-uri,afluencia-media
2010,Abril,Linea 1,linea-1,balbuena,14297.033333333333
2010,Abril,Linea 1,linea-1,balderas,19769.2
2010,Abril,Linea 1,linea-1,boulevard-puerto-aereo,31022.0
2010,Abril,Linea 1,linea-1,candelaria,21987.8
2010,Abril,Linea 1,linea-1,chapultepec,63710.03333333333
2010,Abril,Linea 1,linea-1,cuauhtemoc,20691.0
2010,Abril,Linea 1,linea-1,gomez-farias,43059.63333333333
2010,Abril,Linea 1,linea-1,insurgentes,56115.96666666667
2010,Abril,Linea 1,linea-1,isabel-la-catolica,20912.5
2010,Abril,Linea 1,linea-1,juanacatlan,6807.166666666667
2010,Abril,Linea 1,linea-1,merced,52468.76666666667
2010,Abril,Linea 1,linea-1,moctezuma,26946.1
2010,Abril,Linea 1,linea-1,observatorio,59658.666666666664
2010,Abril,Linea 1,linea-1,pantitlan,51040.26666666667
2010,Abril,Linea 1,linea-1,pino-suarez,27607.666666666668
2010,Abril,Linea 1,linea-1,salto-del-agua,24753.633333333335
2010,Abril,Linea 1,linea-1,san-lazaro,30044.933333333334
2010,Abril,Linea 1,linea-1,sevilla,26263.066666666666
2010,Abril,Linea 1,linea-1,tacubaya,34678.833333333336
2010,Abril,Linea 1,linea-1,zaragoza,52683.1
2010,Abril,Linea 12,linea-12,atlalilco,0.0
2010,Abril,Linea 12,linea-12,calle-11,0.0
2010,Abril,Linea 12,linea-12,culhuacan,0.0
2010,Abril,Linea 12,linea-12,eje-central,0.0
2010,Abril,Linea 12,linea-12,ermita,0.0
2010,Abril,Linea 12,linea-12,hospital-20-de-noviembre,0.0
2010,Abril,Linea 12,linea-12,insurgentes-sur,0.0
2010,Abril,Linea 12,linea-12,lomas-estrella,0.0
2010,Abril,Linea 12,linea-12,mexicaltzingo,0.0
2010,Abril,Linea 12,linea-12,mixcoac,0.0
2010,Abril,Linea 12,linea-12,nopalera,0.0
2010,Abril,Linea 12,linea-12,olivos,0.0
2010,Abril,Linea 12,linea-12,parque-de-los-venados,0.0
2010,Abril,Linea 12,linea-12,periferico-oriente,0.0
2010,Abril,Linea 12,linea-12,san-andres-tomatlan,0.0
2010,Abril,Linea 12,linea-12,tezonco,0.0
2010,Abril,Linea 12,linea-12,tlahuac,0.0
2010,Abril,Linea 12,linea-12,tlaltenco,0.0
2010,Abril,Linea 12,linea-12,zapata,0.0
2010,Abril,Linea 12,linea-12,zapotitlan,0.0
2010,Abril,Linea 2,linea-2,allende,30158.333333333332
2010,Abril,Linea 2,linea-2,bellas-artes,22493.7
2010,Abril,Linea 2,linea-2,chabacano,26620.366666666665
2010,Abril,Linea 2,linea-2,colegio-militar,16316.0
2010,Abril,Linea 2,linea-2,cuatro-caminos,131925.3
2010,Abril,Linea 2,linea-2,cuitlahuac,19003.533333333333
2010,Abril,Linea 2,linea-2,ermita,18752.5
2010,Abril,Linea 2,linea-2,general-anaya,26306.5
2010,Abril,Linea 2,linea-2,hidalgo,25630.033333333333
2010,Abril,Linea 2,linea-2,nativitas,20174.9
2010,Abril,Linea 2,linea-2,normal,38336.433333333334
2010,Abril,Linea 2,linea-2,panteones,5119.5
2010,Abril,Linea 2,linea-2,pino-suarez,16215.933333333332
2010,Abril,Linea 2,linea-2,popotla,6219.633333333333
2010,Abril,Linea 2,linea-2,portales,15773.466666666667
2010,Abril,Linea 2,linea-2,revolucion,34551.933333333334
2010,Abril,Linea 2,linea-2,san-antonio-abad,17703.133333333335
2010,Abril,Linea 2,linea-2,san-cosme,18691.833333333332
2010,Abril,Linea 2,linea-2,tacuba,36890.03333333333
2010,Abril,Linea 2,linea-2,tasquena,87899.1
2010,Abril,Linea 2,linea-2,viaducto,17301.4
2010,Abril,Linea 2,linea-2,villa-de-cortes,13996.333333333334
2010,Abril,Linea 2,linea-2,xola,17940.3
2010,Abril,Linea 2,linea-2,zocalo-tenochtitlan,84465.7
2010,Abril,Linea 3,linea-3,balderas,7596.2
2010,Abril,Linea 3,linea-3,centro-medico,24085.9
2010,Abril,Linea 3,linea-3,copilco,41819.36666666667
2010,Abril,Linea 3,linea-3,coyoacan,24828.633333333335
2010,Abril,Linea 3,linea-3,deportivo-18-de-marzo,43313.76666666667
2010,Abril,Linea 3,linea-3,division-del-norte,21292.366666666665
2010,Abril,Linea 3,linea-3,etiopia-plaza-de-la-transparencia,31552.266666666666
2010,Abril,Linea 3,linea-3,eugenia,18525.8
2010,Abril,Linea 3,linea-3,guerrero,13605.833333333334
2010,Abril,Linea 3,linea-3,hidalgo,22400.766666666666
2010,Abril,Linea 3,linea-3,hospital-general,26052.433333333334
2010,Abril,Linea 3,linea-3,indios-verdes,124902.73333333334
2010,Abril,Linea 3,linea-3,juarez,19022.3
2010,Abril,Linea 3,linea-3,la-raza,40402.86666666667
2010,Abril,Linea 3,linea-3,miguel-angel-de-quevedo,28130.5
2010,Abril,Linea 3,linea-3,ninos-heroes,16198.033333333333
2010,Abril,Linea 3,linea-3,potrero,22811.033333333333
2010,Abril,Linea 3,linea-3,tlatelolco,23381.666666666668
2010,Abril,Linea 3,linea-3,universidad,68303.0
2010,Abril,Linea 3,linea-3,viveros-derechos-humanos,24956.933333333334
2010,Abril,Linea 3,linea-3,zapata,39088.96666666667
2010,Abril,Linea 4,linea-4,bondojito,6035.733333333334
2010,Abril,Linea 4,linea-4,canal-del-norte,8591.6
2010,Abril,Linea 4,linea-4,candelaria,6872.866666666667
2010,Abril,Linea 4,linea-4,consulado,4054.5
2010,Abril,Linea 4,linea-4,fray-servando,6975.3
2010,Abril,Linea 4,linea-4,jamaica,6806.7
2010,Abril,Linea 4,linea-4,martin-carrera,17067.033333333333
2010,Abril,Linea 4,linea-4,morelos,7511.633333333333
2010,Abril,Linea 4,linea-4,santa-anita,2073.133333333333
2010,Abril,Linea 4,linea-4,talisman,5658.233333333334
2010,Abril,Linea 5,linea-5,aragon,7262.633333333333
2010,Abril,Linea 5,linea-5,autobuses-del-norte,27534.133333333335
2010,Abril,Linea 5,linea-5,consulado,3883.8333333333335
2010,Abril,Linea 5,linea-5,eduardo-molina,6774.0
2010,Abril,Linea 5,linea-5,hangares,4598.033333333334
2010,Abril,Linea 5,linea-5,instituto-del-petroleo,5710.033333333334
2010,Abril,Linea 5,linea-5,la-raza,10503.3
2010,Abril,Linea 5,linea-5,misterios,7856.166666666667
2010,Abril,Linea 5,linea-5,oceania,8335.566666666668
2010,Abril,Linea 5,linea-5,pantitlan,81027.93333333333
2010,Abril,Linea 5,linea-5,politecnico,36060.36666666667
2010,Abril,Linea 5,linea-5,terminal-aerea,14019.566666666668
2010,Abril,Linea 5,linea-5,valle-gomez,3917.266666666667
2010,Abril,Linea 6,linea-6,deportivo-18-de-marzo,1540.5666666666666
2010,Abril,Linea 6,linea-6,el-rosario,19257.866666666665
2010,Abril,Linea 6,linea-6,ferreria-arena-ciudad-de-mexico,15435.733333333334
2010,Abril,Linea 6,linea-6,instituto-del-petroleo,3577.866666666667
2010,Abril,Linea 6,linea-6,la-villa-basilica,14485.633333333333
2010,Abril,Linea 6,linea-6,lindavista,16706.466666666667
2010,Abril,Linea 6,linea-6,martin-carrera,26555.633333333335
2010,Abril,Linea 6,linea-6,norte-45,6288.833333333333
2010,Abril,Linea 6,linea-6,tezozomoc,1401.7
2010,Abril,Linea 6,linea-6,uam-azcapotzalco,6467.733333333334
2010,Abril,Linea 6,linea-6,vallejo,4560.466666666666
2010,Abril,Linea 7,linea-7,aquiles-serdan,11574.266666666666
2010,Abril,Linea 7,linea-7,auditorio,23334.933333333334
2010,Abril,Linea 7,linea-7,barranca-del-muerto,35599.46666666667
2010,Abril,Linea 7,linea-7,camarones,11953.7
2010,Abril,Linea 7,linea-7,constituyentes,6864.266666666666
2010,Abril,Linea 7,linea-7,el-rosario,35270.13333333333
2010,Abril,Linea 7,linea-7,mixcoac,21708.7
2010,Abril,Linea 7,linea-7,polanco,26374.566666666666
2010,Abril,Linea 7,linea-7,refineria,5744.933333333333
2010,Abril,Linea 7,linea-7,san-antonio,11484.466666666667
2010,Abril,Linea 7,linea-7,san-joaquin,16196.6
2010,Abril,Linea 7,linea-7,san-pedro-de-los-pinos,10394.633333333333
2010,Abril,Linea 7,linea-7,tacuba,6491.133333333333
2010,Abril,Linea 7,linea-7,tacubaya,4517.033333333334
2010,Abril,Linea 8,linea-8,aculco,11294.733333333334
2010,Abril,Linea 8,linea-8,apatlaco,11977.3
2010,Abril,Linea 8,linea-8,atlalilco,17513.1
2010,Abril,Linea 8,linea-8,bellas-artes,20079.133333333335
2010,Abril,Linea 8,linea-8,cerro-de-la-estrella,13023.4
2010,Abril,Linea 8,linea-8,chabacano,3890.133333333333
2010,Abril,Linea 8,linea-8,constitucion-de-1917,86307.3
2010,Abril,Linea 8,linea-8,coyuya,21586.966666666667
2010,Abril,Linea 8,linea-8,doctores,10867.033333333333
2010,Abril,Linea 8,linea-8,escuadron-201,24677.733333333334
2010,Abril,Linea 8,linea-8,garibaldi-lagunilla,21785.6
2010,Abril,Linea 8,linea-8,iztacalco,21241.333333333332
2010,Abril,Linea 8,linea-8,iztapalapa,10517.066666666668
2010,Abril,Linea 8,linea-8,la-viga,6721.6
2010,Abril,Linea 8,linea-8,obrera,14359.3
2010,Abril,Linea 8,linea-8,salto-del-agua,17954.9
2010,Abril,Linea 8,linea-8,san-juan-de-letran,28382.866666666665
2010,Abril,Linea 8,linea-8,santa-anita,7090.833333333333
2010,Abril,Linea 8,linea-8,uam-i,22610.4
2010,Abril,Linea 9,linea-9,centro-medico,6653.4
2010,Abril,Linea 9,linea-9,chabacano,11055.866666666667
2010,Abril,Linea 9,linea-9,chilpancingo,42550.1
2010,Abril,Linea 9,linea-9,ciudad-deportiva,7511.166666666667
2010,Abril,Linea 9,linea-9,jamaica,10223.366666666667
2010,Abril,Linea 9,linea-9,lazaro-cardenas,11916.8
2010,Abril,Linea 9,linea-9,mixiuhca,20478.266666666666
2010,Abril,Linea 9,linea-9,pantitlan,92323.66666666667
2010,Abril,Linea 9,linea-9,patriotismo,12662.6
2010,Abril,Linea 9,linea-9,puebla,31399.0
2010,Abril,Linea 9,linea-9,tacubaya,49230.333333333336
2010,Abril,Linea 9,linea-9,velodromo,10303.466666666667
2010,Abril,Linea A,linea-A,acatitla,14747.6
2010,Abril,Linea A,linea-A,agricola-oriental,10143.966666666667
2010,Abril,Linea A,linea-A,canal-de-san-juan,12772.6
2010,Abril,Linea A,linea-A,guelatao,17688.3
2010,Abril,Linea A,linea-A,la-paz,31563.066666666666
2010,Abril,Linea A,linea-A,los-reyes,21047.2
2010,Abril,Linea A,linea-A,pantitlan,72615.53333333334
2010,Abril,Linea A,linea-A,penon-viejo,9924.233333333334
2010,Abril,Linea A,linea-A,santa-marta,27889.366666666665
2010,Abril,Linea A,linea-A,tepalcates,15219.6
2010,Abril,Linea B,linea-B,bosque-de-aragon,7714.733333333334
2010,Abril,Linea B,linea-B,buenavista,48551.46666666667
2010,Abril,Linea B,linea-B,ciudad-azteca,53262.6
2010,Abril,Linea B,linea-B,deportivo-oceania,18560.0
2010,Abril,Linea B,linea-B,ecatepec,29027.9
2010,Abril,Linea B,linea-B,garibaldi-lagunilla,7959.2
2010,Abril,Linea B,linea-B,guerrero,2774.8
2010,Abril,Linea B,linea-B,impulsora,27803.3
2010,Abril,Linea B,linea-B,lagunilla,25376.8
2010,Abril,Linea B,linea-B,morelos,4759.666666666667
2010,Abril,Linea B,linea-B,muzquiz,35390.333333333336
2010,Abril,Linea B,linea-B,nezahualcoyotl,25500.6
2010,Abril,Linea B,linea-B,oceania,10067.266666666666
2010,Abril,Linea B,linea-B,olimpica,19941.166666666668
2010,Abril,Linea B,linea-B,plaza-aragon,26929.033333333333
2010,Abril,Linea B,linea-B,ricardo-flores-magon,5689.5
2010,Abril,Linea B,linea-B,rio-de-los-remedios,22198.366666666665
2010,Abril,Linea B,linea-B,romero-rubio,9697.866666666667
2010,Abril,Linea B,linea-B,san-lazaro,16312.366666666667
2010,Abril,Linea B,linea-B,tepito,21813.833333333332
2010,Abril,Linea B,linea-B,villa-de-aragon,14332.166666666666
2010,Agosto,Linea 1,linea-1,balbuena,13225.677419354839
2010,Agosto,Linea 1,linea-1,balderas,21838.322580645163
2010,Agosto,Linea 1,linea-1,boulevard-puerto-aereo,34236.48387096774
2010,Agosto,Linea 1,linea-1,candelaria,27131.58064516129
2010,Agosto,Linea 1,linea-1,chapultepec,63594.12903225807
2010,Agosto,Linea 1,linea-1,cuauhtemoc,19942.0
2010,Agosto,Linea 1,linea-1,gomez-farias,44611.0
2010,Agosto,Linea 1,linea-1,insurgentes,47574.77419354839
2010,Agosto,Linea 1,linea-1,isabel-la-catolica,22657.0
2010,Agosto,Linea 1,linea-1,juanacatlan,9124.709677419354
2010,Agosto,Linea 1,linea-1,merced,58334.93548387097
2010,Agosto,Linea 1,linea-1,moctezuma,24147.967741935485
2010,Agosto,Linea 1,linea-1,observatorio,72993.70967741935
2010,Agosto,Linea 1,linea-1,pantitlan,48966.290322580644
2010,Agosto,Linea 1,linea-1,pino-suarez,36212.41935483871
2010,Agosto,Linea 1,linea-1,salto-del-agua,24174.41935483871
2010,Agosto,Linea 1,linea-1,san-lazaro,30210.032258064515
2010,Agosto,Linea 1,linea-1,sevilla,26748.90322580645
2010,Agosto,Linea 1,linea-1,tacubaya,38713.16129032258
2010,Agosto,Linea 1,linea-1,zaragoza,62002.87096774193
2010,Agosto,Linea 12,linea-12,atlalilco,0.0
2010,Agosto,Linea 12,linea-12,calle-11,0.0
2010,Agosto,Linea 12,linea-12,culhuacan,0.0
2010,Agosto,Linea 12,linea-12,eje-central,0.0
2010,Agosto,Linea 12,linea-12,ermita,0.0
2010,Agosto,Linea 12,linea-12,hospital-20-de-noviembre,0.0
2010,Agosto,Linea 12,linea-12,insurgentes-sur,0.0
2010,Agosto,Linea 12,linea-12,lomas-estrella,0.0
2010,Agosto,Linea 12,linea-12,mexicaltzingo,0.0
2010,Agosto,Linea 12,linea-12,mixcoac,0.0
2010,Agosto,Linea 12,linea-12,nopalera,0.0
2010,Agosto,Linea 12,linea-12,olivos,0.0
2010,Agosto,Linea 12,linea-12,parque-de-los-venados,0.0
2010,Agosto,Linea 12,linea-12,periferico-oriente,0.0
2010,Agosto,Linea 12,linea-12,san-andres-tomatlan,0.0
2010,Agosto,Linea 12,linea-12,tezonco,0.0
2010,Agosto,Linea 12,linea-12,tlahuac,0.0
2010,Agosto,Linea 12,linea-12,tlaltenco,0.0
2010,Agosto,Linea 12,linea-12,zapata,0.0
2010,Agosto,Linea 12,linea-12,zapotitlan,0.0
2010,Agosto,Linea 2,linea-2,allende,32217.612903225807
2010,Agosto,Linea 2,linea-2,bellas-artes,26146.774193548386
2010,Agosto,Linea 2,linea-2,chabacano,28828.09677419355
2010,Agosto,Linea 2,linea-2,colegio-militar,18295.8064516129
2010,Agosto,Linea 2,linea-2,cuatro-caminos,144492.8064516129
2010,Agosto,Linea 2,linea-2,cuitlahuac,19444.064516129034
2010,Agosto,Linea 2,linea-2,ermita,21687.709677419356
2010,Agosto,Linea 2,linea-2,general-anaya,28767.90322580645
2010,Agosto,Linea 2,linea-2,hidalgo,37832.3870967742
2010,Agosto,Linea 2,linea-2,nativitas,16143.483870967742
2010,Agosto,Linea 2,linea-2,normal,42311.45161290323
2010,Agosto,Linea 2,linea-2,panteones,6220.354838709677
2010,Agosto,Linea 2,linea-2,pino-suarez,14570.967741935483
2010,Agosto,Linea 2,linea-2,popotla,7972.258064516129
2010,Agosto,Linea 2,linea-2,portales,17416.451612903227
2010,Agosto,Linea 2,linea-2,revolucion,36418.93548387097
2010,Agosto,Linea 2,linea-2,san-antonio-abad,24636.354838709678
2010,Agosto,Linea 2,linea-2,san-cosme,23554.0
2010,Agosto,Linea 2,linea-2,tacuba,36682.77419354839
2010,Agosto,Linea 2,linea-2,tasquena,92701.51612903226
2010,Agosto,Linea 2,linea-2,viaducto,25351.129032258064
2010,Agosto,Linea 2,linea-2,villa-de-cortes,20884.290322580644
2010,Agosto,Linea 2,linea-2,xola,19656.74193548387
2010,Agosto,Linea 2,linea-2,zocalo-tenochtitlan,94057.58064516129
2010,Agosto,Linea 3,linea-3,balderas,8463.645161290322
2010,Agosto,Linea 3,linea-3,centro-medico,23697.612903225807
2010,Agosto,Linea 3,linea-3,copilco,39387.67741935484
2010,Agosto,Linea 3,linea-3,coyoacan,25572.41935483871
2010,Agosto,Linea 3,linea-3,deportivo-18-de-marzo,48128.354838709674
2010,Agosto,Linea 3,linea-3,division-del-norte,21627.322580645163
2010,Agosto,Linea 3,linea-3,etiopia-plaza-de-la-transparencia,33200.8064516129
2010,Agosto,Linea 3,linea-3,eugenia,19950.677419354837
2010,Agosto,Linea 3,linea-3,guerrero,14658.032258064517
2010,Agosto,Linea 3,linea-3,hidalgo,23602.41935483871
2010,Agosto,Linea 3,linea-3,hospital-general,27574.612903225807
2010,Agosto,Linea 3,linea-3,indios-verdes,139850.83870967742
2010,Agosto,Linea 3,linea-3,juarez,22634.516129032258
2010,Agosto,Linea 3,linea-3,la-raza,43831.45161290323
2010,Agosto,Linea 3,linea-3,miguel-angel-de-quevedo,30348.967741935485
2010,Agosto,Linea 3,linea-3,ninos-heroes,19973.483870967742
2010,Agosto,Linea 3,linea-3,potrero,24368.25806451613
2010,Agosto,Linea 3,linea-3,tlatelolco,26453.8064516129
2010,Agosto,Linea 3,linea-3,universidad,71476.64516129032
2010,Agosto,Linea 3,linea-3,viveros-derechos-humanos,26256.645161290322
2010,Agosto,Linea 3,linea-3,zapata,43200.903225806454
2010,Agosto,Linea 4,linea-4,bondojito,6213.8387096774195
2010,Agosto,Linea 4,linea-4,canal-del-norte,9717.58064516129
2010,Agosto,Linea 4,linea-4,candelaria,7366.225806451613
2010,Agosto,Linea 4,linea-4,consulado,4303.096774193548
2010,Agosto,Linea 4,linea-4,fray-servando,7290.225806451613
2010,Agosto,Linea 4,linea-4,jamaica,7525.5161290322585
2010,Agosto,Linea 4,linea-4,martin-carrera,20092.612903225807
2010,Agosto,Linea 4,linea-4,morelos,7866.322580645161
2010,Agosto,Linea 4,linea-4,santa-anita,2320.0967741935483
2010,Agosto,Linea 4,linea-4,talisman,6027.064516129032
2010,Agosto,Linea 5,linea-5,aragon,7725.0
2010,Agosto,Linea 5,linea-5,autobuses-del-norte,29912.032258064515
2010,Agosto,Linea 5,linea-5,consulado,3737.8064516129034
2010,Agosto,Linea 5,linea-5,eduardo-molina,7498.387096774193
2010,Agosto,Linea 5,linea-5,hangares,5242.612903225807
2010,Agosto,Linea 5,linea-5,instituto-del-petroleo,5945.354838709677
2010,Agosto,Linea 5,linea-5,la-raza,11755.838709677419
2010,Agosto,Linea 5,linea-5,misterios,8805.548387096775
2010,Agosto,Linea 5,linea-5,oceania,9211.516129032258
2010,Agosto,Linea 5,linea-5,pantitlan,84335.87096774194
2010,Agosto,Linea 5,linea-5,politecnico,41256.903225806454
2010,Agosto,Linea 5,linea-5,terminal-aerea,15549.161290322581
2010,Agosto,Linea 5,linea-5,valle-gomez,3582.064516129032
2010,Agosto,Linea 6,linea-6,deportivo-18-de-marzo,1438.1935483870968
2010,Agosto,Linea 6,linea-6,el-rosario,23328.225806451614
2010,Agosto,Linea 6,linea-6,ferreria-arena-ciudad-de-mexico,17151.58064516129
2010,Agosto,Linea 6,linea-6,instituto-del-petroleo,3699.3548387096776
2010,Agosto,Linea 6,linea-6,la-villa-basilica,16916.290322580644
2010,Agosto,Linea 6,linea-6,lindavista,16886.0
2010,Agosto,Linea 6,linea-6,martin-carrera,31539.677419354837
2010,Agosto,Linea 6,linea-6,norte-45,7446.806451612903
2010,Agosto,Linea 6,linea-6,tezozomoc,2197.2580645161293
2010,Agosto,Linea 6,linea-6,uam-azcapotzalco,7385.193548387097
2010,Agosto,Linea 6,linea-6,vallejo,3848.1290322580644
2010,Agosto,Linea 7,linea-7,aquiles-serdan,11548.0
2010,Agosto,Linea 7,linea-7,auditorio,28174.25806451613
2010,Agosto,Linea 7,linea-7,barranca-del-muerto,36045.3870967742
2010,Agosto,Linea 7,linea-7,camarones,11879.967741935483
2010,Agosto,Linea 7,linea-7,constituyentes,7289.4838709677415
2010,Agosto,Linea 7,linea-7,el-rosario,39450.48387096774
2010,Agosto,Linea 7,linea-7,mixcoac,17515.0
2010,Agosto,Linea 7,linea-7,polanco,28367.90322580645
2010,Agosto,Linea 7,linea-7,refineria,10011.967741935483
2010,Agosto,Linea 7,linea-7,san-antonio,12527.064516129032
2010,Agosto,Linea 7,linea-7,san-joaquin,18333.225806451614
2010,Agosto,Linea 7,linea-7,san-pedro-de-los-pinos,10683.0
2010,Agosto,Linea 7,linea-7,tacuba,7397.451612903225
2010,Agosto,Linea 7,linea-7,tacubaya,5505.774193548387
2010,Agosto,Linea 8,linea-8,aculco,12015.032258064517
2010,Agosto,Linea 8,linea-8,apatlaco,12407.838709677419
2010,Agosto,Linea 8,linea-8,atlalilco,18798.225806451614
2010,Agosto,Linea 8,linea-8,bellas-artes,22584.8064516129
2010,Agosto,Linea 8,linea-8,cerro-de-la-estrella,11601.967741935483
2010,Agosto,Linea 8,linea-8,chabacano,4135.5161290322585
2010,Agosto,Linea 8,linea-8,constitucion-de-1917,105449.25806451614
2010,Agosto,Linea 8,linea-8,coyuya,22772.129032258064
2010,Agosto,Linea 8,linea-8,doctores,10989.677419354839
2010,Agosto,Linea 8,linea-8,escuadron-201,26415.935483870966
2010,Agosto,Linea 8,linea-8,garibaldi-lagunilla,23639.354838709678
2010,Agosto,Linea 8,linea-8,iztacalco,22084.74193548387
2010,Agosto,Linea 8,linea-8,iztapalapa,10476.870967741936
2010,Agosto,Linea 8,linea-8,la-viga,7303.1612903225805
2010,Agosto,Linea 8,linea-8,obrera,15441.354838709678
2010,Agosto,Linea 8,linea-8,salto-del-agua,19813.967741935485
2010,Agosto,Linea 8,linea-8,san-juan-de-letran,32935.54838709677
2010,Agosto,Linea 8,linea-8,santa-anita,7429.096774193548
2010,Agosto,Linea 8,linea-8,uam-i,28527.548387096773
2010,Agosto,Linea 9,linea-9,centro-medico,7281.451612903225
2010,Agosto,Linea 9,linea-9,chabacano,12419.870967741936
2010,Agosto,Linea 9,linea-9,chilpancingo,44574.74193548387
2010,Agosto,Linea 9,linea-9,ciudad-deportiva,6847.354838709677
2010,Agosto,Linea 9,linea-9,jamaica,11213.967741935483
2010,Agosto,Linea 9,linea-9,lazaro-cardenas,13057.741935483871
2010,Agosto,Linea 9,linea-9,mixiuhca,21713.354838709678
2010,Agosto,Linea 9,linea-9,pantitlan,95938.96774193548
2010,Agosto,Linea 9,linea-9,patriotismo,14400.451612903225
2010,Agosto,Linea 9,linea-9,puebla,33904.3870967742
2010,Agosto,Linea 9,linea-9,tacubaya,50156.93548387097
2010,Agosto,Linea 9,linea-9,velodromo,11338.612903225807
2010,Agosto,Linea A,linea-A,acatitla,15242.387096774193
2010,Agosto,Linea A,linea-A,agricola-oriental,10162.290322580646
2010,Agosto,Linea A,linea-A,canal-de-san-juan,13153.645161290322
2010,Agosto,Linea A,linea-A,guelatao,19272.25806451613
2010,Agosto,Linea A,linea-A,la-paz,30089.935483870966
2010,Agosto,Linea A,linea-A,los-reyes,21870.387096774193
2010,Agosto,Linea A,linea-A,pantitlan,70611.80645161291
2010,Agosto,Linea A,linea-A,penon-viejo,11461.161290322581
2010,Agosto,Linea A,linea-A,santa-marta,26941.1935483871
2010,Agosto,Linea A,linea-A,tepalcates,16062.709677419354
2010,Agosto,Linea B,linea-B,bosque-de-aragon,7228.129032258064
2010,Agosto,Linea B,linea-B,buenavista,54555.54838709677
2010,Agosto,Linea B,linea-B,ciudad-azteca,53089.903225806454
2010,Agosto,Linea B,linea-B,deportivo-oceania,20347.774193548386
2010,Agosto,Linea B,linea-B,ecatepec,30542.25806451613
2010,Agosto,Linea B,linea-B,garibaldi-lagunilla,8961.612903225807
2010,Agosto,Linea B,linea-B,guerrero,2771.6451612903224
2010,Agosto,Linea B,linea-B,impulsora,31030.870967741936
2010,Agosto,Linea B,linea-B,lagunilla,30035.516129032258
2010,Agosto,Linea B,linea-B,morelos,5136.290322580645
2010,Agosto,Linea B,linea-B,muzquiz,37974.032258064515
2010,Agosto,Linea B,linea-B,nezahualcoyotl,21166.09677419355
2010,Agosto,Linea B,linea-B,oceania,11194.516129032258
2010,Agosto,Linea B,linea-B,olimpica,21727.25806451613
2010,Agosto,Linea B,linea-B,plaza-aragon,23311.354838709678
2010,Agosto,Linea B,linea-B,ricardo-flores-magon,6360.870967741936
2010,Agosto,Linea B,linea-B,rio-de-los-remedios,24993.645161290322
2010,Agosto,Linea B,linea-B,romero-rubio,10434.806451612903
2010,Agosto,Linea B,linea-B,san-lazaro,17911.225806451614
2010,Agosto,Linea B,linea-B,tepito,25626.58064516129
2010,Agosto,Linea B,linea-B,villa-de-aragon,15917.064516129032
2010,Diciembre,Linea 1,linea-1,balbuena,16786.74193548387
2010,Diciembre,Linea 1,linea-1,balderas,12572.387096774193
2010,Diciembre,Linea 1,linea-1,boulevard-puerto-aereo,32822.3870967742
2010,Diciembre,Linea 1,linea-1,candelaria,32048.935483870966
2010,Diciembre,Linea 1,linea-1,chapultepec,57004.25806451613
2010,Diciembre,Linea 1,linea-1,cuauhtemoc,19434.677419354837
2010,Diciembre,Linea 1,linea-1,gomez-farias,46115.45161290323
2010,Diciembre,Linea 1,linea-1,insurgentes,49687.096774193546
2010,Diciembre,Linea 1,linea-1,isabel-la-catolica,20687.548387096773
2010,Diciembre,Linea 1,linea-1,juanacatlan,11864.258064516129
2010,Diciembre,Linea 1,linea-1,merced,64465.74193548387
2010,Diciembre,Linea 1,linea-1,moctezuma,29257.483870967742
2010,Diciembre,Linea 1,linea-1,observatorio,68568.3870967742
2010,Diciembre,Linea 1,linea-1,pantitlan,54433.645161290326
2010,Diciembre,Linea 1,linea-1,pino-suarez,43513.87096774193
2010,Diciembre,Linea 1,linea-1,salto-del-agua,23110.677419354837
2010,Diciembre,Linea 1,linea-1,san-lazaro,29549.225806451614
2010,Diciembre,Linea 1,linea-1,sevilla,24459.8064516129
2010,Diciembre,Linea 1,linea-1,tacubaya,34883.032258064515
2010,Diciembre,Linea 1,linea-1,zaragoza,61377.48387096774
2010,Diciembre,Linea 12,linea-12,atlalilco,0.0
2010,Diciembre,Linea 12,linea-12,calle-11,0.0
2010,Diciembre,Linea 12,linea-12,culhuacan,0.0
2010,Diciembre,Linea 12,linea-12,eje-central,0.0
2010,Diciembre,Linea 12,linea-12,ermita,0.0
2010,Diciembre,Linea 12,linea-12,hospital-20-de-noviembre,0.0
2010,Diciembre,Linea 12,linea-12,insurgentes-sur,0.0
2010,Diciembre,Linea 12,linea-12,lomas-estrella,0.0
2010,Diciembre,Linea 12,linea-12,mexicaltzingo,0.0
2010,Diciembre,Linea 12,linea-12,mixcoac,0.0
2010,Diciembre,Linea 12,linea-12,nopalera,0.0
2010,Diciembre,Linea 12,linea-12,olivos,0.0
2010,Diciembre,Linea 12,linea-12,parque-de-los-venados,0.0
2010,Diciembre,Linea 12,linea-12,periferico-oriente,0.0
2010,Diciembre,Linea 12,linea-12,san-andres-tomatlan,0.0
2010,Diciembre,Linea 12,linea-12,tezonco,0.0
2010,Diciembre,Linea 12,linea-12,tlahuac,0.0
2010,Diciembre,Linea 12,linea-12,tlaltenco,0.0
2010,Diciembre,Linea 12,linea-12,zapata,0.0
2010,Diciembre,Linea 12,linea-12,zapotitlan,0.0
2010,Diciembre,Linea 2,linea-2,allende,37448.54838709677
2010,Diciembre,Linea 2,linea-2,bellas-artes,22161.225806451614
2010,Diciembre,Linea 2,linea-2,chabacano,27263.774193548386
2010,Diciembre,Linea 2,linea-2,colegio-militar,14538.322580645161
