ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,UBICACION,USO,MODELO
10030549,Fuentes de beber,181,CASCO HISTORICO DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,447452.205,4469608.527,ETRS89,40.37540321,-3.61900539,CALLE,MUELA DE SAN JUAN,5,28031,zona estancial en plaza de milmarcos,20153262,2025-05-13 00:00:00.0,FUE_18_0089,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
10040804,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447614.36,4481601.607,ETRS89,40.48345438,-3.61808367,Avenida,Avenida de las Fuerzas Armadas,11,28055,,,,,PV24,,,
10040805,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447609.434,4482556.756,ETRS89,40.49205854,-3.61822074,Avenida,Avenida de las Fuerzas Armadas,11,28055,,,,,PV24,,,
10040806,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447272.239,4482211.098,ETRS89,40.48892333,-3.62217073,Avenida,Avenida de las Fuerzas Armadas,11,28055,,,,,PV24,,,
10040807,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446917.24,4480303.739,ETRS89,40.47171823,-3.62619969,Calle,Calle Ariadna,2,28033,,,,,PV24,,,
10075664,Fuentes de beber,091,CASA DE CAMPO,09,MONCLOA-ARAVACA,OPERATIVO,438306.688,4475035.162,ETRS89,40.423662,-3.7272565,CALLE,SAN POL DE MAR,7,28008,junto a zona estancial,11051524,2025-07-14 00:00:00.0,FUE_09_0142,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
10098794,Fuentes de beber,075,RIOS ROSAS,07,CHAMBERI,OPERATIVO,441338.743,4477445.701,ETRS89,40.44559656,-3.6917389,PASEO,CASTELLANA,65,28046,"nuevas ministerios, estación metro",11041676,2025-10-22 00:00:00.0,FUE_07_0048,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
10115756,Fuentes de beber,112,OPAÑEL,11,CARABANCHEL,OPERATIVO,438128.26,4470967.79,ETRS89,40.38700808,-3.72896429,AVENIDA,OPORTO,86,28019,frente a escaleras a pl. valle de oro,11070375,2025-10-21 00:00:00.0,FUE_11_0158,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
10116446,Fuentes de beber,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,449034.429,4468039.571,ETRS89,40.36136717,-3.6002426,CALLE,EMBALSE DE NAVACERRADA,27,28051,próximo a área infantil 'embalse de manzanares',31018980,2025-10-23 00:00:00.0,FUE_18_0090,FUE25,ZV,PERSONAS,MU-37AA
10116451,Fuentes de beber,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,448972.692,4467951.001,ETRS89,40.36056549,-3.60096258,AVENIDA,SALMEDINA,61,28051,en área canina,31074242,2025-10-23 00:00:00.0,FUE_18_0091,FUE25,ZV,PERSONAS_Y_MASCOTAS,MIXTA TERRIER
1118924,Fuentes de beber,091,CASA DE CAMPO,09,MONCLOA-ARAVACA,OPERATIVO,437855.772,4475632.61,ETRS89,40.4290105,-3.73263,CALLE,RIBERA DEL MANZANARES,123,28008,fuente de la colonia manzanares  (fuente de la teja y el sopapo),11051714,2017-04-27 00:00:00.0,FUE_09_0119,FUE25,VP,PERSONAS,PATRIMONIO_HISTORICO
3530207,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448695.16,4482723.21,ETRS89,40.49362587,-3.60542308,CALLE,JULIO CANO LASSO,47,28055,conector jordi sole tura,31040778,2017-05-16 00:00:00.0,FUE_16_0152,FUE25,ZV,PERSONAS,MU-37A
3531365,Fuentes de beber,087,MIRASIERRA,08,FUENCARRAL-EL PARDO,OPERATIVO,438842.224,4483134.84,ETRS89,40.49666643,-3.7217244,CALLE,MARIA DE MAEZTU,148,28049,,31049966,,FUE_08_0147,FUE25,ZV,PERSONAS,EGEA
3531367,Fuentes de beber,087,MIRASIERRA,08,FUENCARRAL-EL PARDO,OPERATIVO,438722.367,4482907.29,ETRS89,40.49460774,-3.72311672,CALLE,MARIA DE MAEZTU,120,28049,junto a juegos mayores,31050035,,FUE_08_0148,FUE25,ZV,PERSONAS,EGEA
3531372,Fuentes de beber,087,MIRASIERRA,08,FUENCARRAL-EL PARDO,OPERATIVO,438584.784,4482766.8,ETRS89,40.493332,-3.72472655,CALLE,SENDA DEL INFANTE,54,28049,c/v calle senda del infante,31037710,,FUE_08_0149,FUE25,ZV,PERSONAS,EGEA
3531377,Fuentes de beber,084,PILAR,08,FUENCARRAL-EL PARDO,OPERATIVO,440043.598,4480524.8,ETRS89,40.47324192,-3.70730113,AVENIDA,EL FERROL,35,28029,calle ribadavia 45,11046306,,FUE_08_0152,FUE25,ZV,PERSONAS,MU-37A
3531398,Fuentes de beber,093,CIUDAD UNIVERSITARIA,09,MONCLOA-ARAVACA,OPERATIVO,439459.51,4478045.57,ETRS89,40.4508657,-3.71395457,PASEO,JUAN XXIII,21,28040,,31014661,2018-03-07 00:00:00.0,FUE_09_0120,FUE25,ZV,PERSONAS,MU-37A
3558557,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448618.646,4482199.06,ETRS89,40.48889931,-3.60628344,CALLE,ESTANISLAO PEREZ PITA,70,28055,c/v c/ gustavo pérez puig,31063044,,FUE_16_0173,FUE25,ZV,PERSONAS,MU-37A
3568640,Fuentes de beber,102,PUERTA DEL ANGEL,10,LATINA,OPERATIVO,438559.778,4473705.915,ETRS89,40.4117063,-3.72414484,CALLE,PABLO CASALS,2,28011,"entre farolas 2 y 3, proximo a pista de futbol",11060052,2017-10-16 00:00:00.0,FUE_10_0110,FUE25,VP,PERSONAS,MU-37B
3568799,Fuentes de beber,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,445907.19,4475578.89,ETRS89,40.42908908,-3.63771174,CALLE,LUIS RUIZ,48,28017,en tramo peatonal gregorio donas,31030631,2017-09-18 00:00:00.0,FUE_15_0121,FUE25,VP,PERSONAS,MU-S37A
3568802,Fuentes de beber,153,QUINTANA,15,CIUDAD LINEAL,OPERATIVO,444726.653,4476271.888,ETRS89,40.43525438,-3.65168876,CALLE,VIRGEN DE LLUC,42,28027,"parque calero, junto área canina",11109420,2017-10-13 00:00:00.0,FUE_15_0123,FUE25,ZV,PERSONAS_Y_MASCOTAS,MIXTA NEPTUNO
3569053,Fuentes de beber,043,FUENTE DEL BERRO,04,SALAMANCA,OPERATIVO,443585.18,4475363.43,ETRS89,40.42699387,-3.66506558,CALLE,RUFINO BLANCO,27,28028,en glorieta central de jardines de las mujeres de ventas,31034502,2017-10-26 00:00:00.0,FUE_04_0040,FUE25,ZV,PERSONAS,MU-37A
10040803,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447330.063,4481612.22,ETRS89,40.483532,-3.62143871,Avenida,Avenida de las Fuerzas Armadas,11,28055,,,,,PV24,,,
10040808,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446829.141,4480378.512,ETRS89,40.47238619,-3.62724517,Calle,Calle Ariadna,2,28033,,,,,PV24,,,
10040811,Fuentes de beber,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,443190.725,4468707.601,ETRS89,40.36700754,-3.6691216,Avenida,Avenida del Conocimiento,,28053,,,,,PV24,,,
10040812,Fuentes de beber,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,442914.01,4468479.016,ETRS89,40.36492941,-3.67236018,Avenida,Avenida del Conocimiento,,28053,,,,,PV24,,,
10046448,Fuentes de beber,011,PALACIO,01,CENTRO,OPERATIVO,439286.799,4473557.836,ETRS89,40.41042569,-3.71556256,CALLE,JERTE,3,28005,parque de la cornisa,20000014,2025-06-05 00:00:00.0,FUE_01_0122,FUE25,ZV,PERSONAS,MU-37AA
10052854,Fuentes de beber,123,SAN FERMIN,12,USERA,OPERATIVO,441209.539,4469129.689,ETRS89,40.37067259,-3.69249411,CALLE,POPULAR MADRILEÑA,11,28041,cerca área de calistenia,20142337,2025-06-18 00:00:00.0,FUE_12_0092,FUE25,ZV,PERSONAS,MU-37AA
10081659,Fuentes de beber,151,VENTAS,15,CIUDAD LINEAL,OPERATIVO,444436.269,4474446.136,ETRS89,40.41878765,-3.6549527,CALLE,FELIX RODRIGUEZ DE LA FUENTE,26,28017,"pinar de la elipa, junto a zona canina",20093274,2025-07-28 00:00:00.0,FUE_15_0143,FUE25,ZV,PERSONAS_Y_MASCOTAS,MIXTA ESTELA
10083506,Fuentes de beber,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,442720.935,4470632.408,ETRS89,40.3843152,-3.67482758,CALLE,CONCEJO DE TEVERGA,22,28053,cerca área infantil,20063169,2025-08-05 00:00:00.0,FUE_13_0191,FUE25,ZV,PERSONAS,MU-37A
10083544,Fuentes de beber,125,MOSCARDO,12,USERA,OPERATIVO,439484.88,4470860.027,ETRS89,40.38613695,-3.71297173,CALLE,MARQUESA DE SILVELA,15,28026,cerca zona de petanca,11085109,2025-08-05 00:00:00.0,FUE_12_0093,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
10087194,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440230.888,4479991.887,ETRS89,40.46845473,-3.70504163,CALLE,PANDO,2,28029,junto a zona infantil,11034794,2025-08-26 00:00:00.0,FUE_06_0109,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
10087195,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440194.905,4479998.502,ETRS89,40.46851173,-3.70546669,CALLE,PANDO,6,28029,cerca zona infantil,11034796,2025-08-26 00:00:00.0,FUE_06_0110,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
1118899,Fuentes de beber,191,CASCO HISTORICO DE VICALVARO,19,VICALVARO,FUERA_DE_SERVICIO,448223.6,4473350.68,ETRS89,40.40916335,-3.61022319,CALLE,CALAHORRA,22 B,28032,"entre farolas 7 y 8 de plaza vicalvarada, en centro zona estancial",31053577,,FUE_19_0140,FUE25,ZV,PERSONAS,MU-37E
1118921,Fuentes de beber,043,FUENTE DEL BERRO,04,SALAMANCA,OPERATIVO,443881.34,4475590.91,ETRS89,40.42906316,-3.6615945,PLAZA,AMERICA ESPAÑOLA,1,28028,"acceso final parque fuente del berro, proximo a area canina",31070561,2017-04-27 00:00:00.0,FUE_04_0039,FUE25,ZV,MASCOTAS,BEBEDERO TERRIER
3530213,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448696.169,4481911.509,ETRS89,40.48631369,-3.60534547,CALLE,FERNANDO HIGUERAS,55,28055,c/v c/ julio cano lasso,31039443,2017-05-16 00:00:00.0,FUE_16_0172,FUE25,ZV,PERSONAS,MU-37A
3530535,Fuentes de beber,159,COSTILLARES,15,CIUDAD LINEAL,OPERATIVO,443892.05,4481542.01,ETRS89,40.4826743,-3.66199421,CALLE,JAZMIN,49,28033,junto área infantil,20184185,2017-06-13 00:00:00.0,FUE_15_0120,FUE25,ZV,PERSONAS,MU-37B
3530545,Fuentes de beber,202,HELLIN,20,SAN BLAS-CANILLEJAS,OPERATIVO,447230.89,4475713.172,ETRS89,40.43038379,-3.62211839,AVENIDA,ARCENTALES,4,28037,"junto auditorio y carril bici, en parque el paraiso",31041888,2017-05-31 00:00:00.0,FUE_20_0110,FUE25,ZV,PERSONAS,MU-37AA
3530650,Fuentes de beber,083,PEÑAGRANDE,08,FUENCARRAL-EL PARDO,OPERATIVO,438406.713,4480606.82,ETRS89,40.47386101,-3.72661785,CALLE,JOAQUIN LORENZO,36,28035,en el parque de enfrente,11044479,,FUE_08_0150,FUE25,ZV,PERSONAS,MU-37A
3530868,Fuentes de beber,016,SOL,01,CENTRO,OPERATIVO,439879.02,4474144.04,ETRS89,40.41574947,-3.70863858,CALLE,CIUDAD RODRIGO,6,28012,cv travesía de bringas,11007722,2017-06-22 00:00:00.0,FUE_01_0044,FUE25,VP,PERSONAS,MU-37E
3531364,Fuentes de beber,084,PILAR,08,FUENCARRAL-EL PARDO,OPERATIVO,440030.6,4480481.6,ETRS89,40.47285182,-3.70745037,CALLE,RIBADAVIA,45,28029,calle ribadavia 27,31041111,2017-07-21 00:00:00.0,FUE_08_0062,FUE25,ZV,PERSONAS,MU-37A
3531374,Fuentes de beber,086,VALVERDE,08,FUENCARRAL-EL PARDO,OPERATIVO,442339.163,4484287.762,ETRS89,40.50730272,-3.68056474,CARRETERA,FUENCARRAL A HORTALEZA,7,28050,c/v calle del castillo de candanchú,31070899,,FUE_08_0151,FUE25,ZV,PERSONAS,EGEA
3565789,Fuentes de beber,032,ADELFAS,03,RETIRO,OPERATIVO,442951.19,4471915.44,ETRS89,40.39588928,-3.67222995,CALLE,CERRO NEGRO,12 C,28007,,31041013,,FUE_03_0046,FUE25,ZV,PERSONAS,MU-37A
3565880,Fuentes de beber,092,ARGÜELLES,09,MONCLOA-ARAVACA,OPERATIVO,439045.75,4475290.37,ETRS89,40.4260155,-3.71856937,PASEO,PINTOR ROSALES,16,28008,cv calle rey francisco,11052506,2017-08-11 00:00:00.0,FUE_09_0056,FUE25,VP,PERSONAS,MU-37A
3567461,Fuentes de beber,014,JUSTICIA,01,CENTRO,OPERATIVO,440629.77,4475283.34,ETRS89,40.42606672,-3.69989657,CALLE,BENEFICENCIA,8,28004,jardines del arquitecto ribera junto a parque infantil,11005217,2017-10-09 00:00:00.0,FUE_01_0045,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
3568639,Fuentes de beber,025,DELICIAS,02,ARGANZUELA,OPERATIVO,441238.390,4471659.400,ETRS89,40.39346365,-3.69238758,CALLE,HIERRO,2,28045,"junto farola 2, en parque del granito",31064800,2017-10-05 00:00:00.0,FUE_02_0053,FUE25,VP,PERSONAS,MU-37A
3568641,Fuentes de beber,083,PEÑAGRANDE,08,FUENCARRAL-EL PARDO,OPERATIVO,439182.94,4481256.07,ETRS89,40.47976688,-3.71752362,CALLE,FERMIN CABALLERO,84,28035,con vuelta calle santiago de compostela,31010701,2017-10-02 00:00:00.0,FUE_08_0153,FUE25,ZV,PERSONAS,MU-37A
3568801,Fuentes de beber,156,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,OPERATIVO,444277.24,4477934.22,ETRS89,40.45019953,-3.65713296,PLAZA,VALVANERA,5,28043,junto acera c/ albelda,31015964,2021-03-12 00:00:00.0,FUE_15_0122,FUE25,ZV,PERSONAS,PIEDRA VP
3569158,Fuentes de beber,065,VALDEACEDERAS,06,TETUAN,OPERATIVO,440375.5,4479413.31,ETRS89,40.46325307,-3.70328153,CALLE,MARQUES DE VIANA,58,28039,frente al colegio,11035958,2017-10-24 00:00:00.0,FUE_06_0082,FUE25,VP,PERSONAS,MU-37A
3569414,Fuentes de beber,031,PACIFICO,03,RETIRO,OPERATIVO,443082.6,4473087.48,ETRS89,40.40645666,-3.67078638,PLAZA,CONDE DE CASAL,10,28007,junto farola 4 y carril bici,31047387,2025-01-27 00:00:00.0,FUE_03_0052,FUE25,VP,PERSONAS,MU-37AA
3569415,Fuentes de beber,084,PILAR,08,FUENCARRAL-EL PARDO,OPERATIVO,439950.08,4481131.74,ETRS89,40.4787027,-3.70846174,AVENIDA,MONFORTE DE LEMOS,36,28029,,31049013,2017-10-31 00:00:00.0,FUE_08_0154,FUE25,VP,PERSONAS,MU-37B
3576061,Fuentes de beber,205,ROSAS,20,SAN BLAS-CANILLEJAS,OPERATIVO,448497.27,4475361.42,ETRS89,40.42729436,-3.60716078,CALLE,CARLOS II,2,28022,junto farola 1048 y area infantil,20084930,2017-11-08 00:00:00.0,FUE_20_0112,FUE25,VP,PERSONAS,MU-37A
3576073,Fuentes de beber,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,449778.42,4468821.52,ETRS89,40.36845669,-3.59154233,CALLE,ALTO DEL RETIRO,13,28051,"entre farolas 28 y 30, proximo a gta. c/ antonio gades",31045486,2017-10-17 00:00:00.0,FUE_18_0053,FUE25,VP,PERSONAS,MU-S37A
3576085,Fuentes de beber,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,449610.6,4468080.21,ETRS89,40.36176829,-3.59346035,CALLE,FERNANDO CHUECA GOITIA,31,28051,"frente c/ mª teresa leon,  junto farola 20",31056617,2017-11-16 00:00:00.0,FUE_18_0054,FUE25,VP,PERSONAS,MU-S37A
3576087,Fuentes de beber,134,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,FUERA_DE_SERVICIO,445346.51,4470606.54,ETRS89,40.38425853,-3.64389431,CALLE,EXTREMEÑOS,5,28018,"entre farolas 10 y 12, junto area infantil parque de la paloma",20139499,,FUE_13_0155,FUE25,ZV,PERSONAS,MU-37A
3581346,Fuentes de beber,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,441207.173,4466924.162,ETRS89,40.35080376,-3.69231869,CALLE,SANTA PETRONILA,16,28021,"frente c/ jose del pino, junto farola 4 en bulevar",11128079,2017-11-21 00:00:00.0,FUE_17_0121,FUE25,ZV,PERSONAS,MU-S37A
3655196,Fuentes de beber,086,VALVERDE,08,FUENCARRAL-EL PARDO,OPERATIVO,441167.05,4482813.08,ETRS89,40.49393596,-3.69426114,CALLE,MATARO,2,28034,,11048281,2017-12-01 00:00:00.0,FUE_08_0113,FUE25,ZV,PERSONAS,MU-37A
4738570,Fuentes de beber,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,435049.06,4468488.26,ETRS89,40.36443708,-3.76498734,CALLE,TORTA,3,28054,"frente c/ /patrimonio de la humanidad, junto farola 37",31006215,2017-09-15 00:00:00.0,FUE_11_0129,FUE25,VP,PERSONAS,MU-37A
4784163,Fuentes de beber,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,447553.3,4472469.97,ETRS89,40.40118738,-3.61805017,CALLE,CORDEL DE PAVONES,14 A,28032,"frente nº 14, junto farola 17 y area infantil",20124179,2018-04-02 00:00:00.0,FUE_19_0115,FUE25,ZV,PERSONAS,MU-37A
4784586,Fuentes de beber,087,MIRASIERRA,08,FUENCARRAL-EL PARDO,OPERATIVO,438429.37,4482666.43,ETRS89,40.49241632,-3.72655061,CALLE,MENCHU AJAMIL,2,28049,cv calle maria teresa de calcuta,31049743,,FUE_08_0155,FUE25,ZV,PERSONAS,EGEA
4795658,Fuentes de beber,016,SOL,01,CENTRO,OPERATIVO,440031.29,4474322.66,ETRS89,40.41736955,-3.70686076,CALLE,ARENAL,18,28013,,11007831,2018-06-29 00:00:00.0,FUE_01_0046,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
4795801,Fuentes de beber,121,ORCASITAS,12,USERA,OPERATIVO,439808.91,4469323.11,ETRS89,40.37231507,-3.70900922,AVENIDA,POBLADOS,144,28041,junto acceso escuela infantil pradolongo y carril bici,31009783,2018-06-04 00:00:00.0,FUE_12_0069,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
4796090,Fuentes de beber,117,ABRANTES,11,CARABANCHEL,OPERATIVO,438908.310,4470722.410,ETRS89,40.38485514,-3.71975101,CALLE,VIANA,1,28025,"c/v c/ via lusitana, en parque junto area infantil",11079428,2018-07-13 00:00:00.0,FUE_11_0130,FUE25,ZV,PERSONAS,FUENTE_ACCESIBLE
4796261,Fuentes de beber,086,VALVERDE,08,FUENCARRAL-EL PARDO,OPERATIVO,442762.33,4484338.64,ETRS89,40.50779036,-3.67557508,CALLE,SAN JUAN DE ORTEGA,90,28050,junto a una zona verde y una zona infantil,31023640,2018-07-23 00:00:00.0,FUE_08_0158,FUE25,VP,PERSONAS,MU-37A
4798069,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445032.33,4479915.9,ETRS89,40.46810179,-3.64840042,GLORIETA,FRANCISCO FERNANDEZ ORDOÑEZ,4,28043,junto nº 47 avda. gran vía de hortaleza,20123605,2018-08-21 00:00:00.0,FUE_16_0154,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
4813533,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,446725.49,4479468.28,ETRS89,40.4641797,-3.62839142,CALLE,EL PROVENCIO,16,28043,junto área infantil,20063258,,FUE_16_0168,FUE25,ZV,PERSONAS,MU-37A
4813550,Fuentes de beber,035,LOS JERONIMOS,03,RETIRO,OPERATIVO,442085.58,4473289.53,ETRS89,40.40820807,-3.68255413,CALLE,JUAN VALERA,26,28014,"entre farolas 14 y 15, junto area infantil",11013002,2020-07-15 00:00:00.0,FUE_03_0057,FUE25,VP,PERSONAS,MU-37A
4813553,Fuentes de beber,033,ESTRELLA,03,RETIRO,OPERATIVO,443512.78,4473613.83,ETRS89,40.41122761,-3.66576365,CALLE,ESTRELLA POLAR,13,28007,c/v c/ pez austral,11011956,2020-07-14 00:00:00.0,FUE_03_0054,FUE25,VP,PERSONAS,MU-37A
4940126,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443791.53,4480397.91,ETRS89,40.47236093,-3.66307872,CALLE,JULIO DANVILA,28,28033,zona infantil,11121437,2018-10-09 00:00:00.0,FUE_16_0155,FUE25,VP,PERSONAS,MU-S37A
4961115,Fuentes de beber,075,RIOS ROSAS,07,CHAMBERI,OPERATIVO,440756.59,4477524.93,ETRS89,40.44626901,-3.69861061,CALLE,PONZANO,100,28003,cv raimundo fdez villaverde,31006753,2018-10-15 00:00:00.0,FUE_07_0021,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
4963663,Fuentes de beber,146,VINATEROS,14,MORATALAZ,OPERATIVO,444799.98,4472954.92,ETRS89,40.40537813,-3.65053637,CALLE,HACIENDA DE PAVONES,1,28030,"junto farola 1 y quiosco, en plaza del encuentro",31043377,2018-10-23 00:00:00.0,FUE_14_0100,FUE25,VP,PERSONAS,FUENTE_ACCESIBLE
4988124,Fuentes de beber,083,PEÑAGRANDE,08,FUENCARRAL-EL PARDO,OPERATIVO,439366.88,4481654.65,ETRS89,40.48337088,-3.71539177,AVENIDA,VENTISQUERO DE LA CONDESA,2,28035,,20079569,,FUE_08_0160,FUE25,ZV,PERSONAS,MU-37B
4989817,Fuentes de beber,092,ARGÜELLES,09,MONCLOA-ARAVACA,OPERATIVO,439374.18,4475539.53,ETRS89,40.42828404,-3.71472167,CALLE,PRINCESA,33,28008,cv calle rey francisco,11052549,2018-12-28 00:00:00.0,FUE_09_0062,FUE25,VP,PERSONAS,MU-37A
4991388,Fuentes de beber,073,TRAFALGAR,07,CHAMBERI,OPERATIVO,440472.47,4475637.17,ETRS89,40.42924294,-3.70178393,GLORIETA,BILBAO,5,28004,cv calle luchana,11039861,2019-01-17 00:00:00.0,FUE_07_0022,FUE25,VP,PERSONAS,MU-37B
4995656,Fuentes de beber,062,CUATRO CAMINOS,06,TETUAN,OPERATIVO,441188.87,4477844.94,ETRS89,40.44918249,-3.69354307,PLAZA,PABLO RUÍZ PICASSO,6,28020,junto a pistas deportivas,31065188,,FUE_06_0083,FUE25,ZV,PERSONAS,CARMEL
4996359,Fuentes de beber,094,VALDEZARZA,09,MONCLOA-ARAVACA,OPERATIVO,438993.81,4480057.37,ETRS89,40.4689547,-3.71963953,CALLE,VALDERRODRIGO,46,28035,,11054493,,FUE_09_0123,FUE25,ZV,PERSONAS,MU-37A
4998043,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448312.929,4482851.297,ETRS89,40.49475603,-3.60994381,AVENIDA,SECUNDINO ZUAZO,134,28055,,31039692,,FUE_16_0157,FUE25,ZV,PERSONAS,MU-37A
4998045,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448562.686,4483546.406,ETRS89,40.50103344,-3.6070531,AVENIDA,FRANCISCO JAVIER SAENZ DE OIZA,15,28055,calle de antonio florez,31035676,,FUE_16_0159,FUE25,ZV,PERSONAS,MU-37A
5007925,Fuentes de beber,086,VALVERDE,08,FUENCARRAL-EL PARDO,OPERATIVO,442612.023,4483782.25,ETRS89,40.5027678,-3.67729861,AVENIDA,PUENTE LA REINA,48,28050,pza. int. castillo de jaca junto a la zona infantil,31010570,2019-02-28 00:00:00.0,FUE_08_0161,FUE25,ZV,PERSONAS,CASTIZA
5034853,Fuentes de beber,013,CORTES,01,CENTRO,OPERATIVO,440345.47,4474000.18,ETRS89,40.41448707,-3.70312749,PLAZA,JACINTO BENAVENTE,2,28012,c/v plaza del ángel,11003682,2019-03-14 00:00:00.0,FUE_01_0050,FUE25,ZV,PERSONAS,MU-37AA
5034922,Fuentes de beber,083,PEÑAGRANDE,08,FUENCARRAL-EL PARDO,OPERATIVO,438945.762,4481447.771,ETRS89,40.48147638,-3.72034012,AVENIDA,CARDENAL HERRERA ORIA,246  B,28035,junto a zona infantil,31045115,2025-03-25 00:00:00.0,FUE_08_0216,FUE25,ZV,PERSONAS,METROPOLIS
5069011,Fuentes de beber,027,ATOCHA,02,ARGANZUELA,OPERATIVO,442359.460,4472086.990,ETRS89,40.39739395,-3.67921762,CALLE,ALMEZ,2,28045,"junto farola 6 c/ jacaranda, entre areas infantiles",20139361,2019-04-04 00:00:00.0,FUE_02_0057,FUE25,ZV,PERSONAS,MU-37A
5069025,Fuentes de beber,021,IMPERIAL,02,ARGANZUELA,OPERATIVO,439380.75,4472628.01,ETRS89,40.40205623,-3.71436677,CALLE,TOLEDO,178,28005,"junto area infantil, en parque ambulatoria pinares",20084999,2019-04-05 00:00:00.0,FUE_02_0059,FUE25,ZV,PERSONAS,MU-37A
5069030,Fuentes de beber,022,ACACIAS,02,ARGANZUELA,OPERATIVO,440602.840,4472491.950,ETRS89,40.4009186,-3.6999534,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,2,28005,"c/v glorieta santa maria de la cabeza, junto wc publico",20118567,2019-04-04 00:00:00.0,FUE_02_0060,FUE25,ZV,PERSONAS,MU-37A
5074610,Fuentes de beber,052,PROSPERIDAD,05,CHAMARTIN,OPERATIVO,443342.73,4477507,ETRS89,40.44628776,-3.66811472,CALLE,CLARA DEL REY,61,28002,c/v c/ramos carrion,20009496,2019-04-15 00:00:00.0,FUE_05_0080,FUE25,VP,PERSONAS,MU-37A
5074625,Fuentes de beber,127,PRADOLONGO,12,USERA,OPERATIVO,440211.82,4469319.32,ETRS89,40.37230993,-3.70426321,CALLE,DOCTOR TOLOSA LATOUR,15,28041,"entre plaza de rosales y area de calistenia, en parque de pradolongo",31011677,2019-04-26 00:00:00.0,FUE_12_0070,FUE25,ZV,PERSONAS,CASTIZA
5074629,Fuentes de beber,123,SAN FERMIN,12,USERA,OPERATIVO,441502.39,4468578.04,ETRS89,40.36572363,-3.68899423,CALLE,SILVINA,35,28041,"frente farola 22, junto area infantil",20141724,2019-04-23 00:00:00.0,FUE_12_0071,FUE25,ZV,PERSONAS,CASTIZA
5074661,Fuentes de beber,122,ORCASUR,12,USERA,OPERATIVO,440450.47,4468610.37,ETRS89,40.3659404,-3.70138606,AVENIDA,ORCASUR,53,28041,"frente farola 2038, zona norte de  pistas deportivas",20142301,2019-04-12 00:00:00.0,FUE_12_0072,FUE25,VP,PERSONAS,CASTIZA
