fecha,totalUsoAlDia,horasTotalesDeUso,horasTtotalesDeServicio,horasTotalesDeDisponibilidad,bicicletasMediasDisponibilidad,usoPorAbandonadosOcasionales,usoPorAbandonadosAnuales
2015-10-08T00:00:00Z,3991.13,19894.18,23885.31,995.22,7986,189,8175
2015-11-08T00:00:00Z,4364.4,19817.3,24181.7,1007.57,875,191,8941
2015-12-08T00:00:00Z,4633.72,19725.32,24359.04,1014.96,9132,251,9383
2015-08-13T00:00:00Z,4498.85,19530.97,24029.82,1001.24,8974,236,921
2015-08-14T00:00:00Z,4309.22,22770.43,27079.65,1128.32,8165,231,8396
2015-08-15T00:00:00Z,4156.77,21431.75,25588.52,1066.19,70,297,7297
2015-08-16T00:00:00Z,3921.48,19269.1,23190.58,966.27,677,336,7106
2015-08-17T00:00:00Z,4139.1,18910.27,23049.37,960.39,8362,200,8562
2015-08-18T00:00:00Z,4130.08,19764.92,23895.0,995.63,8796,269,9065
2015-08-19T00:00:00Z,4298.8,20216.48,24515.28,1021.47,891,227,9137
2015-08-20T00:00:00Z,4429.1,20311.57,24740.67,1030.86,9408,294,9702
2015-08-21T00:00:00Z,4288.75,21897.31,26186.06,1091.09,8737,306,9043
2015-08-22T00:00:00Z,4247.52,21262.88,25510.4,1062.93,7668,475,8143
2015-08-23T00:00:00Z,4500.27,18054.25,22554.52,939.77,7911,469,838
2015-08-24T00:00:00Z,4089.2,19661.07,23750.27,989.59,8635,223,8858
2015-08-25T00:00:00Z,4406.8,19250.9,23657.7,985.74,9397,212,9609
2015-08-26T00:00:00Z,4727.38,18599.57,23326.95,971.96,10135,197,10332
2015-08-27T00:00:00Z,4786.27,18617.77,23404.04,975.17,10421,189,1061
2015-08-28T00:00:00Z,4808.35,19826.72,24635.07,1026.46,10309,245,10554
2015-08-29T00:00:00Z,4902.48,18933.37,23835.85,993.16,9433,400,9833
2015-08-30T00:00:00Z,4264.58,16590.13,20854.71,868.95,8022,312,8334
2015-08-31T00:00:00Z,4193.65,17616.37,21810.02,908.75,9601,142,9743
2015-01-09T00:00:00Z,4862.37,15893.35,20755.72,864.82,11238,162,114
2015-02-09T00:00:00Z,5299.17,15529.33,20828.5,867.85,11942,158,121
2015-03-09T00:00:00Z,5577.73,15865.73,21443.46,893.48,12919,171,1309
2015-04-09T00:00:00Z,5399.38,17933.35,23332.73,972.2,12253,177,1243
2015-05-09T00:00:00Z,5619.78,16950.61,22570.39,940.43,10598,454,11052
2015-06-09T00:00:00Z,6045.88,14331.35,20377.23,849.05,10629,561,1119
2015-07-09T00:00:00Z,5006.28,16303.12,21309.4,887.89,10586,226,10812
2015-08-09T00:00:00Z,5602.02,16734.39,22336.41,930.68,12325,194,12519
2015-09-09T00:00:00Z,5851.15,17181.96,23033.11,959.71,12863,184,13047
2015-10-09T00:00:00Z,5911.82,18342.1,24253.92,1010.58,13747,164,13911
2015-11-09T00:00:00Z,6347.5,20914.7,27262.2,1135.93,13558,254,13812
2015-12-09T00:00:00Z,5990.42,18784.65,24775.07,1032.29,11419,513,11932
2015-09-13T00:00:00Z,5927.62,15314.63,21242.25,885.09,10394,549,10943
2015-09-14T00:00:00Z,5101.38,22461.62,27563.0,1148.46,11076,206,11282
2015-09-15T00:00:00Z,4420.27,22451.68,26871.95,1119.66,10079,106,10185
2015-09-16T00:00:00Z,3437.28,22886.11,26323.39,1096.81,7669,64,7733
2015-09-17T00:00:00Z,5186.62,25263.18,30449.8,1268.74,11883,127,1201
2015-09-18T00:00:00Z,6024.15,29454.9,35479.05,1478.29,13478,199,13677
2015-09-19T00:00:00Z,6158.48,27091.52,33250.0,1385.42,12287,328,12615
2015-09-20T00:00:00Z,6386.03,22464.77,28850.8,1202.12,11685,745,1243
2015-09-21T00:00:00Z,5225.35,26901.23,32126.58,1338.61,12068,230,12298
2015-09-22T00:00:00Z,5904.35,27842.22,33746.57,1406.11,13662,130,13792
2015-09-23T00:00:00Z,5701.05,28433.28,34134.33,1422.26,13555,198,13753
2015-09-24T00:00:00Z,6056.5,29494.8,35551.3,1481.3,14077,183,1426
2015-09-25T00:00:00Z,6405.98,31718.06,38124.04,1588.5,14976,332,15308
2015-09-26T00:00:00Z,6680.65,28258.18,34938.83,1455.78,13485,594,14079
2015-09-27T00:00:00Z,6528.42,23754.89,30283.31,1261.8,12377,723,131
2015-09-28T00:00:00Z,5237.5,25403.84,30641.34,1276.72,1188,239,12119
2015-09-29T00:00:00Z,5341.68,33301.37,38643.05,1610.13,12505,130,12635
2015-09-30T00:00:00Z,5716.17,34253.27,39969.44,1665.39,1349,137,13627
2015-01-10T00:00:00Z,5935.95,34877.47,40813.42,1700.56,13882,198,1408
2015-02-10T00:00:00Z,6523.03,35153.0,41676.03,1736.5,15009,250,15259
2015-03-10T00:00:00Z,6574.25,33479.02,40053.27,1668.89,13645,538,14183
2015-04-10T00:00:00Z,5839.33,32420.32,38259.65,1594.15,11192,595,11787
2015-05-10T00:00:00Z,4313.95,34913.58,39227.53,1634.48,981,165,9975
2015-06-10T00:00:00Z,5127.22,34072.05,39199.27,1633.3,12174,144,12318
2015-07-10T00:00:00Z,5479.93,35222.43,40702.36,1695.93,12292,143,12435
2015-08-10T00:00:00Z,5821.52,35344.42,41165.94,1715.25,13045,150,13195
2015-09-10T00:00:00Z,6224.43,34555.3,40779.73,1699.16,13525,241,13766
2015-10-10T00:00:00Z,5830.25,33057.85,38888.1,1620.34,11026,576,11602
2015-11-10T00:00:00Z,4809.15,33199.3,38008.45,1583.69,90,469,9469
2015-12-10T00:00:00Z,5523.72,33300.05,38823.77,1617.66,10093,533,10626
2015-10-13T00:00:00Z,3823.9,36037.46,39861.36,1660.89,8567,104,8671
2015-10-14T00:00:00Z,5203.8,27033.34,32237.14,1343.21,11475,163,11638
2015-10-15T00:00:00Z,5442.45,36070.35,41512.8,1729.7,12349,142,12491
2015-10-16T00:00:00Z,5997.42,35364.96,41362.38,1723.43,13346,185,13531
2015-10-17T00:00:00Z,5026.05,34026.01,39052.06,1627.17,9709,321,1003
2015-10-18T00:00:00Z,3372.28,35124.73,38497.01,1604.04,6005,232,6237
2015-10-19T00:00:00Z,3779.25,36025.45,39804.7,1658.53,8612,175,8787
2015-10-20T00:00:00Z,4872.8,35506.48,40379.28,1682.47,1112,190,1131
2015-10-21T00:00:00Z,4778.0,37004.71,41782.71,1740.95,11229,165,11394
2015-10-22T00:00:00Z,5359.33,36932.97,42292.3,1762.18,11845,171,12016
2015-10-23T00:00:00Z,5601.73,35635.76,41237.49,1718.23,12461,226,12687
2015-10-24T00:00:00Z,5966.83,33903.4,39870.23,1661.26,12004,484,12488
2015-10-25T00:00:00Z,6099.83,32751.48,38851.31,1618.8,11347,495,11842
2015-10-26T00:00:00Z,3655.78,36211.95,39867.73,1661.16,8135,102,8237
2015-10-27T00:00:00Z,3995.98,36825.25,40821.23,1700.88,8764,87,8851
2015-10-28T00:00:00Z,4240.03,37008.0,41248.03,1718.67,9598,77,9675
2015-10-29T00:00:00Z,4664.17,26469.98,31134.15,1297.26,11033,128,11161
2015-10-30T00:00:00Z,5932.73,34569.87,40502.6,1687.61,12678,219,12897
2015-10-31T00:00:00Z,5667.88,33332.77,39000.65,1625.03,11295,395,1169
2015-01-11T00:00:00Z,4996.97,31836.6,36833.57,1534.73,9313,471,9784
2015-02-11T00:00:00Z,2352.3,36163.42,38515.72,1604.82,4764,69,4833
2015-03-11T00:00:00Z,3696.7,36626.93,40323.63,1680.15,8017,98,8115
2015-04-11T00:00:00Z,4061.43,36283.5,40344.93,1681.04,8993,72,9065
2015-05-11T00:00:00Z,4599.72,35749.73,40349.45,1681.23,10403,80,10483
2015-06-11T00:00:00Z,5059.2,35850.4,40909.6,1704.57,11091,161,11252
2015-07-11T00:00:00Z,5707.15,34329.05,40036.2,1668.18,10243,577,1082
2015-08-11T00:00:00Z,5206.53,34312.8,39519.33,1646.64,9359,433,9792
2015-09-11T00:00:00Z,5157.3,34949.3,40106.6,1671.11,8494,492,8986
2015-10-11T00:00:00Z,4606.07,36991.13,41597.2,1733.22,10056,172,10228
2015-11-11T00:00:00Z,5052.3,38017.12,43069.42,1794.56,10706,137,10843
2015-12-11T00:00:00Z,4939.87,38892.38,43832.25,1826.34,11054,137,11191
2015-11-13T00:00:00Z,5787.68,38345.55,44133.23,1838.88,12787,260,13047
2015-11-14T00:00:00Z,5779.75,36420.15,42199.9,1758.33,11376,393,11769
2015-11-15T00:00:00Z,5710.35,36154.05,41864.4,1744.35,10213,459,10672
2015-11-16T00:00:00Z,4412.5,39147.01,43559.51,1814.98,9545,110,9655
2015-11-17T00:00:00Z,4781.6,38631.42,43413.02,1808.88,10372,64,10436
2015-11-18T00:00:00Z,4845.47,39322.68,44168.15,1840.34,10986,73,11059
2015-11-19T00:00:00Z,5178.37,39038.33,44216.7,1842.36,1128,71,11351
2015-11-20T00:00:00Z,5681.32,38715.63,44396.95,1849.87,12149,168,12317
2015-11-21T00:00:00Z,4865.95,38894.38,43760.33,1823.35,9836,311,10147
2015-11-22T00:00:00Z,4071.48,40685.48,44756.96,1864.87,7103,206,7309
2015-11-23T00:00:00Z,3803.92,42084.7,45888.62,1912.03,7836,62,7898
2015-11-24T00:00:00Z,3943.42,42711.44,46654.86,1943.95,8593,69,8662
2015-11-25T00:00:00Z,1145.33,42576.47,43721.8,1821.74,973,63,9793
2015-11-26T00:00:00Z,4731.08,42792.08,47523.16,1980.13,10408,97,10505
2015-11-27T00:00:00Z,5314.52,41915.45,47229.97,1967.92,11242,131,11373
2015-11-28T00:00:00Z,5293.58,40933.23,46226.81,1926.12,10296,379,10675
2015-11-29T00:00:00Z,4831.22,40349.04,45180.26,1882.51,8557,304,8861
2015-11-30T00:00:00Z,4050.65,42516.97,46567.62,1940.32,8398,70,8468
2015-01-12T00:00:00Z,4339.1,43397.2,47736.3,1989.01,9038,58,9096
2015-02-12T00:00:00Z,4357.02,43370.78,47727.8,1988.66,934,64,9404
2015-03-12T00:00:00Z,4712.12,43595.65,48307.77,2012.82,10303,44,10347
2015-04-12T00:00:00Z,4906.65,42316.53,47223.18,1967.63,10806,105,10911
2015-05-12T00:00:00Z,5252.8,40663.3,45916.1,1913.17,933,429,9759
2015-06-12T00:00:00Z,4746.47,40220.95,44967.42,1873.64,8348,503,8851
2015-07-12T00:00:00Z,4124.27,41515.08,45639.35,1901.64,786,250,811
2015-08-12T00:00:00Z,4118.78,41180.95,45299.73,1887.49,7519,345,7864
2015-09-12T00:00:00Z,4126.68,42391.42,46518.1,1938.25,9109,82,9191
2015-10-12T00:00:00Z,4343.47,43811.63,48155.1,2006.46,984,50,989
2015-11-12T00:00:00Z,5036.63,43789.97,48826.6,2034.44,11144,127,11271
2015-12-12T00:00:00Z,4563.3,42355.23,46918.53,1954.94,9687,218,9905
2015-12-13T00:00:00Z,4266.52,41308.45,45574.97,1898.96,8505,200,8705
2015-12-14T00:00:00Z,3478.25,43926.27,47404.52,1975.19,7827,77,7904
2015-12-15T00:00:00Z,3888.93,44130.29,48019.22,2000.8,9476,82,9558
2015-12-16T00:00:00Z,3419.18,43598.37,47017.55,1959.06,9902,67,9969
2015-12-17T00:00:00Z,4254.32,44131.2,48385.52,2016.06,10377,142,10519
2015-12-18T00:00:00Z,4602.87,43126.65,47729.52,1988.73,10936,109,11045
2015-12-19T00:00:00Z,4733.43,42068.0,46801.43,1950.06,1006,280,1034
2015-12-20T00:00:00Z,3894.7,42720.48,46615.18,1942.3,8358,177,8535
2015-12-21T00:00:00Z,3625.5,44007.2,47632.7,1984.7,867,152,8822
2015-12-22T00:00:00Z,4056.87,42739.65,46796.52,1949.86,9345,187,9532
2015-12-23T00:00:00Z,3762.9,42516.08,46278.98,1928.29,8595,190,8785
2015-12-24T00:00:00Z,2407.17,44013.58,46420.75,1934.2,4942,128,507
2015-12-25T00:00:00Z,2148.75,44759.65,46908.4,1954.52,3229,317,3546
2015-12-26T00:00:00Z,2666.3,44473.03,47139.33,1964.14,4831,305,5136
2015-12-27T00:00:00Z,2917.72,44205.6,47123.32,1963.47,5268,319,5587
2015-12-28T00:00:00Z,2336.37,46912.3,49248.67,2052.03,4701,168,4869
2015-12-29T00:00:00Z,2985.2,45917.73,48902.93,2037.62,6205,193,6398
2015-12-30T00:00:00Z,3139.7,46067.73,49207.43,2050.31,6758,219,6977
2015-12-31T00:00:00Z,2356.5,48382.05,50738.55,2114.11,4696,255,4951
2016-01-01T00:00:00Z,2075.67,46371.02,48446.69,2018.61,3369,289,3658
2016-02-01T00:00:00Z,2627.3,45289.78,47917.08,1996.55,4739,298,5037
2016-03-01T00:00:00Z,2174.65,45031.35,47206.0,1966.92,3919,153,4072
2016-04-01T00:00:00Z,1852.4,45304.4,47156.8,1964.87,4219,95,4314
2016-05-01T00:00:00Z,3095.53,46245.07,49340.6,2055.86,6712,144,6856
2016-06-01T00:00:00Z,1922.03,46866.68,48788.71,2032.86,3574,79,3653
2016-07-01T00:00:00Z,2683.82,46784.78,49468.6,2061.19,6643,84,6727
2016-08-01T00:00:00Z,2792.17,46615.65,49407.82,2058.66,6621,89,671
2016-09-01T00:00:00Z,2822.3,46712.0,49534.3,2063.93,6132,126,6258
2016-10-01T00:00:00Z,1611.23,47258.02,48869.25,2036.22,3233,40,3273
2016-11-01T00:00:00Z,2290.87,47777.98,50068.85,2086.2,591,40,595
2016-12-01T00:00:00Z,3237.1,47498.68,50735.78,2113.99,771,52,7762
2016-01-13T00:00:00Z,3079.4,48160.17,51239.57,2134.98,8069,58,8127
2016-01-14T00:00:00Z,2205.77,49097.73,51303.5,2137.65,5378,23,5401
2016-01-15T00:00:00Z,3137.6,48223.05,51360.65,2140.03,8043,41,8084
2016-01-16T00:00:00Z,3105.53,47187.06,50292.59,2095.52,7218,224,7442
2016-01-17T00:00:00Z,2549.33,46346.41,48895.74,2037.32,5755,161,5916
2016-01-18T00:00:00Z,2762.95,47416.1,50179.05,2090.79,7002,51,7053
2016-01-19T00:00:00Z,2914.52,46339.61,49254.13,2052.26,7669,44,7713
2016-01-20T00:00:00Z,2945.15,46691.97,49637.12,2068.21,7881,47,7928
2016-01-21T00:00:00Z,3000.23,46397.95,49398.18,2058.26,796,42,8002
2016-01-22T00:00:00Z,2913.7,45758.3,48672.0,2028.0,7674,54,7728
2016-01-23T00:00:00Z,3716.35,44486.98,48203.33,2008.47,8214,327,8541
2016-01-24T00:00:00Z,4034.03,42738.33,46772.36,1948.85,8189,401,859
2016-01-25T00:00:00Z,3072.85,45449.79,48522.64,2021.78,8115,100,8215
2016-01-26T00:00:00Z,3263.32,45551.15,48814.47,2033.94,8852,103,8955
2016-01-27T00:00:00Z,2964.75,46114.55,49079.3,2044.97,8284,65,8349
2016-01-28T00:00:00Z,2319.42,47058.48,49377.9,2057.41,6189,31,622
2016-01-29T00:00:00Z,2893.37,47374.63,50268.0,2094.5,7609,52,7661
2016-01-30T00:00:00Z,3358.77,47239.01,50597.78,2108.24,7832,233,8065
2016-01-31T00:00:00Z,3486.47,44697.17,48183.64,2007.65,7424,402,7826
2016-01-02T00:00:00Z,3166.52,46143.3,49309.82,2054.58,8451,139,859
2016-02-02T00:00:00Z,3205.12,47342.48,50547.6,2106.15,8741,115,8856
2016-03-02T00:00:00Z,3345.92,47361.73,50707.65,2112.82,9214,68,9282
2016-04-02T00:00:00Z,3308.62,48712.85,52021.47,2167.56,8992,53,9045
2016-05-02T00:00:00Z,3552.05,48394.0,51946.05,2164.42,9145,95,924
2016-06-02T00:00:00Z,2921.25,48129.0,51050.25,2127.09,6781,202,6983
2016-07-02T00:00:00Z,2437.65,45749.93,48187.58,2007.82,5337,209,5546
2016-08-02T00:00:00Z,2713.5,47257.23,49970.73,2082.11,7387,73,746
2016-09-02T00:00:00Z,2599.63,47896.55,50496.18,2104.01,7429,63,7492
2016-10-02T00:00:00Z,3005.9,48512.51,51518.41,2146.6,8634,38,8672
2016-11-02T00:00:00Z,2619.58,48969.13,51588.71,2149.53,7491,24,7515
2016-12-02T00:00:00Z,2113.32,51122.93,53236.25,2218.18,5129,30,5159
2016-02-13T00:00:00Z,2228.82,51033.28,53262.1,2219.25,518,133,5313
2016-02-14T00:00:00Z,1822.3,47224.76,49047.06,2043.63,4131,88,4219
2016-02-15T00:00:00Z,2437.52,49442.32,51879.84,2161.66,674,49,6789
2016-02-16T00:00:00Z,2591.83,49783.65,52375.48,2182.31,7308,46,7354
2016-02-17T00:00:00Z,2807.87,51766.41,54574.28,2273.93,7468,39,7507
2016-02-18T00:00:00Z,2389.78,54270.08,56659.86,2360.83,6715,24,6739
2016-02-19T00:00:00Z,3249.15,50861.98,54111.13,2254.63,8267,120,8387
2016-02-20T00:00:00Z,3350.82,48759.0,52109.82,2171.24,7317,325,7642
2016-02-21T00:00:00Z,3122.87,44108.52,47231.39,1967.97,6678,298,6976
2016-02-22T00:00:00Z,2912.58,46801.85,49714.43,2071.43,7883,98,7981
2016-02-23T00:00:00Z,3397.23,48653.52,52050.75,2168.78,8821,108,8929
2016-02-24T00:00:00Z,2576.3,49665.85,52242.15,2176.76,6959,34,6993
2016-02-25T00:00:00Z,3063.6,49345.03,52408.63,2183.69,8496,89,8585
2016-02-26T00:00:00Z,1704.28,51353.21,53057.49,2210.73,4576,22,4598
2016-02-27T00:00:00Z,2218.9,50332.83,52551.73,2189.66,5636,147,5783
2016-02-28T00:00:00Z,2082.9,48908.31,50991.21,2124.63,5276,122,5398
2016-02-29T00:00:00Z,2758.92,47932.35,50691.27,2112.14,7716,132,7848
2016-01-03T00:00:00Z,3082.42,48359.08,51441.5,2143.4,8496,103,8599
2016-02-03T00:00:00Z,3368.52,48186.83,51555.35,2148.14,9229,86,9315
2016-03-03T00:00:00Z,3368.95,48730.82,52099.77,2170.82,9352,80,9432
2016-04-03T00:00:00Z,3268.28,48783.95,52052.23,2168.84,8423,130,8553
2016-05-03T00:00:00Z,2555.23,49520.21,52075.44,2169.81,6171,148,6319
2016-06-03T00:00:00Z,2675.23,49037.38,51712.61,2154.69,5793,272,6065
2016-07-03T00:00:00Z,2260.2,48514.61,50774.81,2115.62,6226,80,6306
2016-08-03T00:00:00Z,2762.62,49402.28,52164.9,2173.54,8027,69,8096
2016-09-03T00:00:00Z,2786.53,49204.16,51990.69,2166.28,8058,65,8123
2016-10-03T00:00:00Z,2872.67,48672.98,51545.65,2147.74,8448,66,8514
2016-11-03T00:00:00Z,3185.18,49309.75,52494.93,2187.29,8943,121,9064
2016-12-03T00:00:00Z,3304.72,49982.98,53287.7,2220.32,7466,370,7836
2016-03-13T00:00:00Z,3265.28,48721.06,51986.34,2166.1,6989,387,7376
2016-03-14T00:00:00Z,2839.38,48481.0,51320.38,2138.35,7819,98,7917
2016-03-15T00:00:00Z,2996.77,49020.0,52016.77,2167.37,8757,63,882
2016-03-16T00:00:00Z,3245.57,48503.01,51748.58,2156.19,9367,81,9448
2016-03-17T00:00:00Z,3167.35,48593.18,51760.53,2156.69,964,124,9764
2016-03-18T00:00:00Z,2623.88,48814.6,51438.48,2143.27,7918,135,8053
2016-03-19T00:00:00Z,1717.58,50538.5,52256.08,2177.34,4456,104,456
2016-03-20T00:00:00Z,1908.58,49435.61,51344.19,2139.34,4704,226,493
2016-03-21T00:00:00Z,1442.63,48041.86,49484.49,2061.85,4085,108,4193
2016-03-22T00:00:00Z,2068.52,49898.21,51966.73,2165.28,6274,106,638
2016-03-23T00:00:00Z,2024.85,49351.08,51375.93,2140.66,6111,143,6254
2016-03-24T00:00:00Z,1911.35,49391.31,51302.66,2137.61,4115,330,4445
2016-03-25T00:00:00Z,1648.98,49792.23,51441.21,2143.38,3565,377,3942
2016-03-26T00:00:00Z,1803.72,49166.32,50970.04,2123.75,4063,437,45
2016-03-27T00:00:00Z,1954.95,47742.45,49697.4,2070.73,4484,394,4878
2016-03-28T00:00:00Z,2003.75,46959.6,48963.35,2040.14,6427,150,6577
2016-03-29T00:00:00Z,2502.5,47709.02,50211.52,2092.15,8496,139,8635
2016-03-30T00:00:00Z,3039.68,48038.18,51077.86,2128.24,9752,184,9936
2016-03-31T00:00:00Z,2538.75,48880.28,51419.03,2142.46,8675,95,877
2016-01-04T00:00:00Z,2908.2,48646.2,51554.4,2148.1,9409,93,9502
2016-02-04T00:00:00Z,3131.93,48245.7,51377.63,2140.73,8228,354,8582
2016-03-04T00:00:00Z,1891.78,48060.31,49952.09,2081.34,5661,190,5851
2016-04-04T00:00:00Z,759.88,48222.43,48982.31,2040.93,2164,8,2172
2016-05-04T00:00:00Z,2618.15,48122.25,50740.4,2114.18,8928,123,9051
2016-06-04T00:00:00Z,2988.48,47610.8,50599.28,2108.3,991,88,9998
2016-07-04T00:00:00Z,3250.88,47652.97,50903.85,2120.99,10551,132,10683
2016-08-04T00:00:00Z,3141.62,47263.5,50405.12,2100.21,9941,177,10118
2016-09-04T00:00:00Z,3242.23,47998.16,51240.39,2135.02,8593,434,9027
2016-10-04T00:00:00Z,1854.32,48803.4,50657.72,2110.74,5373,152,5525
2016-11-04T00:00:00Z,1432.77,47788.56,49221.33,2050.89,4838,60,4898
2016-12-04T00:00:00Z,1233.47,50173.13,51406.6,2141.94,4193,40,4233
2016-04-13T00:00:00Z,2586.12,48473.57,51059.69,2127.49,8921,90,9011
2016-04-14T00:00:00Z,3015.05,47735.35,50750.4,2114.6,9814,102,9916
2016-04-15T00:00:00Z,2921.75,47647.18,50568.93,2107.04,931,188,9498
2016-04-16T00:00:00Z,1361.1,49200.12,50561.22,2106.72,4033,61,4094
2016-04-17T00:00:00Z,3246.38,45820.41,49066.79,2044.45,7784,487,8271
2016-04-18T00:00:00Z,2985.52,45163.48,48149.0,2006.21,9486,247,9733
2016-04-19T00:00:00Z,1579.82,47242.0,48821.82,2034.24,5465,43,5508
2016-04-20T00:00:00Z,1668.45,47006.67,48675.12,2028.13,5336,30,5366
2016-04-21T00:00:00Z,2904.23,46184.3,49088.53,2045.36,9379,144,9523
2016-04-22T00:00:00Z,2817.93,46552.18,49370.11,2057.09,9275,169,9444
2016-04-23T00:00:00Z,2459.8,46140.23,48600.03,2025.0,7196,292,7488
2016-04-24T00:00:00Z,3377.62,42594.33,45971.95,1915.5,8467,553,902
2016-04-25T00:00:00Z,2990.43,45765.05,48755.48,2031.48,9371,157,9528
2016-04-26T00:00:00Z,3181.92,46713.18,49895.1,2078.96,10348,104,10452
2016-04-27T00:00:00Z,3074.38,46514.58,49588.96,2066.21,10338,128,10466
2016-04-28T00:00:00Z,3009.25,46483.77,49493.02,2062.21,9873,142,10015
2016-04-29T00:00:00Z,3026.72,45935.75,48962.47,2040.1,9532,221,9753
2016-04-30T00:00:00Z,2956.97,45355.68,48312.65,2013.03,6957,511,7468
2016-01-05T00:00:00Z,2646.77,44579.71,47226.48,1967.77,5878,536,6414
2016-02-05T00:00:00Z,3122.82,42571.81,45694.63,1903.94,6703,525,7228
2016-03-05T00:00:00Z,3198.65,44776.11,47974.76,1998.95,10253,200,10453
2016-04-05T00:00:00Z,3655.1,45006.93,48662.03,2027.58,11535,185,1172
2016-05-05T00:00:00Z,3002.32,46184.05,49186.37,2049.43,9852,190,10042
2016-06-05T00:00:00Z,2159.82,48847.76,51007.58,2125.32,7185,107,7292
2016-07-05T00:00:00Z,2332.5,48652.16,50984.66,2124.36,6695,305,70
2016-08-05T00:00:00Z,1043.43,49881.43,50924.86,2121.87,3054,48,3102
2016-09-05T00:00:00Z,1527.22,48991.55,50518.77,2104.95,5317,34,5351
2016-10-05T00:00:00Z,1657.62,48711.11,50368.73,2098.7,5697,40,5737
2016-11-05T00:00:00Z,1999.48,47894.96,49894.44,2078.94,708,44,7124
2016-12-05T00:00:00Z,2550.77,46895.48,49446.25,2060.26,8743,57,88
2016-05-13T00:00:00Z,2381.63,47123.68,49505.31,2062.72,8197,80,8277
2016-05-14T00:00:00Z,2693.62,46073.39,48767.01,2031.96,7334,382,7716
2016-05-15T00:00:00Z,3077.72,44963.4,48041.12,2001.71,7474,523,7997
2016-05-16T00:00:00Z,3458.07,45357.09,48815.16,2033.97,8096,547,8643
2016-05-17T00:00:00Z,3245.88,45582.48,48828.36,2034.52,10527,267,10794
2016-05-18T00:00:00Z,3600.02,45695.48,49295.5,2053.98,11489,174,11663
2016-05-19T00:00:00Z,3622.98,45737.52,49360.5,2056.69,1179,136,11926
2016-05-20T00:00:00Z,3994.32,45542.98,49537.3,2064.05,12225,266,12491
2016-05-21T00:00:00Z,3896.4,44867.7,48764.1,2031.84,10361,565,10926
2016-05-22T00:00:00Z,3562.17,45073.98,48636.15,2026.51,8902,538,944
2016-05-23T00:00:00Z,3278.9,43203.55,46482.45,1936.77,10154,244,10398
2016-05-24T00:00:00Z,3412.47,45221.56,48634.03,2026.42,10947,143,1109
2016-05-25T00:00:00Z,3319.12,45515.63,48834.75,2034.78,10956,169,11125
2016-05-26T00:00:00Z,3664.58,45559.22,49223.8,2050.99,11927,226,12153
2016-05-27T00:00:00Z,3958.07,45336.83,49294.9,2053.95,12026,285,12311
2016-05-28T00:00:00Z,2508.33,45837.78,48346.11,2014.42,7365,288,7653
2016-05-29T00:00:00Z,2720.17,44394.6,47114.77,1963.12,7612,407,8019
2016-05-30T00:00:00Z,3128.93,45007.45,48136.38,2005.68,10238,228,10466
2016-05-31T00:00:00Z,3360.73,43944.9,47305.63,1971.07,11024,166,1119
2016-01-06T00:00:00Z,3736.55,44160.25,47896.8,1995.7,1186,168,12028
2016-02-06T00:00:00Z,3671.55,44792.0,48463.55,2019.31,12091,179,1227
2016-03-06T00:00:00Z,3892.45,44135.08,48027.53,2001.15,11862,235,12097
2016-04-06T00:00:00Z,3606.88,44977.17,48584.05,2024.34,9605,454,10059
2016-05-06T00:00:00Z,3682.98,43788.58,47471.56,1977.98,9158,570,9728
2016-06-06T00:00:00Z,3689.05,45202.46,48891.51,2037.15,11216,248,11464
2016-07-06T00:00:00Z,3837.42,45641.07,49478.49,2061.6,12214,204,12418
2016-08-06T00:00:00Z,3994.72,44448.23,48442.95,2018.46,12863,201,13064
2016-09-06T00:00:00Z,3970.52,43938.82,47909.34,1996.22,1263,228,12858
2016-10-06T00:00:00Z,4184.7,42666.88,46851.58,1952.15,12882,299,13181
2016-11-06T00:00:00Z,3538.73,43051.85,46590.58,1941.27,9684,439,10123
2016-12-06T00:00:00Z,3463.9,43135.19,46599.09,1941.63,8959,401,936
2016-06-13T00:00:00Z,3607.75,43986.68,47594.43,1983.1,11566,149,11715
2016-06-14T00:00:00Z,3949.87,44237.23,48187.1,2007.8,12381,136,12517
2016-06-15T00:00:00Z,3450.78,45900.3,49351.08,2056.3,11285,113,11398
2016-06-16T00:00:00Z,3246.17,46142.65,49388.82,2057.87,10832,81,10913
2016-06-17T00:00:00Z,3473.9,44731.83,48205.73,2008.57,11401,130,11531
2016-06-18T00:00:00Z,3365.53,44708.5,48074.03,2003.08,8934,350,9284
2016-06-19T00:00:00Z,3178.35,43675.42,46853.77,1952.24,8285,305,859
2016-06-20T00:00:00Z,3548.37,44327.75,47876.12,1994.84,11266,112,11378
2016-06-21T00:00:00Z,3781.18,44109.46,47890.64,1995.44,12178,134,12312
2016-06-22T00:00:00Z,4004.1,43688.1,47692.2,1987.18,12653,152,12805
2016-06-23T00:00:00Z,4041.8,44328.08,48369.88,2015.41,12639,170,12809
2016-06-24T00:00:00Z,4038.07,44487.45,48525.52,2021.9,12167,235,12402
2016-06-25T00:00:00Z,3301.15,45072.9,48374.05,2015.59,878,408,9188
2016-06-26T00:00:00Z,3194.28,44246.41,47440.69,1976.7,851,337,8847
2016-06-27T00:00:00Z,3578.08,43993.68,47571.76,1982.16,11352,199,11551
2016-06-28T00:00:00Z,3816.05,43736.72,47552.77,1981.37,12087,138,12225
